activity_id,activity_type,activity_date,subject,notes_summary,outcome,next_step,status,advisor_id,household_id,account_id
CRM00000170,Call,2025-10-03 00:00:00,Call with HH00036,Follow-up required on fixed income allocation.,No Response,Send material,Active,ADV0003,HH00036,ACCT000108
CRM00000171,Note,2025-07-05 00:00:00,Note with HH00042,Client expressed interest in tax-aware investment approach.,No Response,Discuss with manager,Active,ADV0003,HH00042,ACCT000126
CRM00000172,Follow-up,2025-09-26 00:00:00,Follow-up with HH00042,Prospecting activity for new household acquisition.,No Response,Send material,Active,ADV0003,HH00042,ACCT000126
CRM00000173,Follow-up,2023-07-12 00:00:00,Follow-up with HH00037,No recent engagement; requires proactive outreach.,Scheduled Follow-up,Create opportunity,Active,ADV0003,HH00037,ACCT000110
CRM00000174,Follow-up,2024-10-15 00:00:00,Follow-up with HH00046,Follow-up required on fixed income allocation.,Not Interested,Discuss with manager,Active,ADV0003,HH00046,ACCT000139
CRM00000175,Task,2024-01-11 00:00:00,Task with HH00042,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,No action,Active,ADV0003,HH00042,ACCT000127
CRM00000176,Client Review,2023-04-14 00:00:00,Client Review with HH00041,Reviewed retirement income needs and cash balance.,Not Interested,Send material,Active,ADV0003,HH00041,ACCT000124
CRM00000177,Call,2023-05-06 00:00:00,Call with HH00038,Prospecting activity for new household acquisition.,Completed,No action,Active,ADV0003,HH00038,ACCT000114
CRM00000178,Call,2025-11-05 00:00:00,Call with HH00037,Follow-up required on fixed income allocation.,Interested,Create opportunity,Active,ADV0003,HH00037,ACCT000111
CRM00000179,Call,2025-07-04 00:00:00,Call with HH00042,Prospecting activity for new household acquisition.,Not Interested,Discuss with manager,Active,ADV0003,HH00042,ACCT000127
CRM00000180,Meeting,2025-10-04 00:00:00,Meeting with HH00049,Prospecting activity for new household acquisition.,Completed,Discuss with manager,Active,ADV0003,HH00049,ACCT000149
CRM00000181,Email,2024-07-26 00:00:00,Email with HH00045,No recent engagement; requires proactive outreach.,Completed,Send material,Active,ADV0003,HH00045,ACCT000136
CRM00000182,Prospecting,2024-03-25 00:00:00,Prospecting with HH00051,Discussed managed account review and client goals.,Scheduled Follow-up,Schedule review,Active,ADV0003,HH00051,ACCT000153
CRM00000183,Note,2023-08-22 00:00:00,Note with HH00042,Discussed managed account review and client goals.,Scheduled Follow-up,Schedule review,Active,ADV0003,HH00042,ACCT000126
CRM00000184,Client Review,2025-07-26 00:00:00,Client Review with HH00047,Discussed managed account review and client goals.,Scheduled Follow-up,Create opportunity,Active,ADV0003,HH00047,ACCT000143
CRM00000185,Task,2024-10-14 00:00:00,Task with HH00051,Follow-up required on fixed income allocation.,Interested,Create opportunity,Active,ADV0003,HH00051,ACCT000153
CRM00000186,Note,2025-08-07 00:00:00,Note with HH00041,Discussed managed account review and client goals.,Interested,Schedule review,Active,ADV0003,HH00041,ACCT000124
CRM00000187,Meeting,2023-02-04 00:00:00,Meeting with HH00048,Reviewed retirement income needs and cash balance.,Interested,Send material,Active,ADV0003,HH00048,ACCT000145
CRM00000188,Email,2025-05-12 00:00:00,Email with HH00047,Follow-up required on fixed income allocation.,Not Interested,Discuss with manager,Active,ADV0003,HH00047,ACCT000141
CRM00000189,Task,2023-05-02 00:00:00,Task with HH00047,Prospecting activity for new household acquisition.,No Response,Discuss with manager,Active,ADV0003,HH00047,ACCT000141
CRM00000190,Client Review,2025-01-14 00:00:00,Client Review with HH00037,Reviewed retirement income needs and cash balance.,Interested,No action,Active,ADV0003,HH00037,ACCT000110
CRM00000191,Email,2023-01-04 00:00:00,Email with HH00045,Follow-up required on fixed income allocation.,Interested,Schedule review,Active,ADV0003,HH00045,ACCT000138
CRM00000192,Prospecting,2023-05-18 00:00:00,Prospecting with HH00044,Prospecting activity for new household acquisition.,Not Interested,Schedule review,Active,ADV0003,HH00044,ACCT000133
CRM00000193,Follow-up,2023-12-23 00:00:00,Follow-up with HH00051,No recent engagement; requires proactive outreach.,Completed,No action,Active,ADV0003,HH00051,ACCT000152
CRM00000194,Email,2023-04-13 00:00:00,Email with HH00045,Prospecting activity for new household acquisition.,Completed,Send material,Active,ADV0003,HH00045,ACCT000137
CRM00000195,Client Review,2025-05-21 00:00:00,Client Review with HH00043,Prospecting activity for new household acquisition.,Interested,Schedule review,Active,ADV0003,HH00043,ACCT000130
CRM00000196,Email,2023-01-26 00:00:00,Email with HH00042,Follow-up required on fixed income allocation.,Not Interested,No action,Active,ADV0003,HH00042,ACCT000127
CRM00000197,Meeting,2025-05-10 00:00:00,Meeting with HH00055,Discussed managed account review and client goals.,Completed,Create opportunity,Active,ADV0004,HH00055,ACCT000163
CRM00000198,Prospecting,2025-09-11 00:00:00,Prospecting with HH00054,No recent engagement; requires proactive outreach.,Scheduled Follow-up,No action,Active,ADV0004,HH00054,ACCT000160
CRM00000199,Client Review,2025-01-24 00:00:00,Client Review with HH00052,Prospecting activity for new household acquisition.,Not Interested,Send material,Active,ADV0004,HH00052,ACCT000154
CRM00000200,Meeting,2023-05-18 00:00:00,Meeting with HH00055,Follow-up required on fixed income allocation.,Not Interested,No action,Active,ADV0004,HH00055,ACCT000162
CRM00000201,Prospecting,2025-05-23 00:00:00,Prospecting with HH00058,Discussed managed account review and client goals.,Not Interested,Send material,Active,ADV0004,HH00058,ACCT000170
CRM00000202,Call,2024-05-08 00:00:00,Call with HH00056,No recent engagement; requires proactive outreach.,Completed,Send material,Active,ADV0004,HH00056,ACCT000164
CRM00000203,Email,2024-05-13 00:00:00,Email with HH00058,No recent engagement; requires proactive outreach.,Not Interested,Schedule review,Active,ADV0004,HH00058,ACCT000172
CRM00000204,Note,2025-11-23 00:00:00,Note with HH00054,Follow-up required on fixed income allocation.,Not Interested,Send material,Active,ADV0004,HH00054,ACCT000161
CRM00000205,Note,2025-09-07 00:00:00,Note with HH00064,Discussed managed account review and client goals.,Completed,No action,Active,ADV0004,HH00064,ACCT000188
CRM00000206,Prospecting,2025-01-12 00:00:00,Prospecting with HH00063,Prospecting activity for new household acquisition.,Interested,Discuss with manager,Active,ADV0004,HH00063,ACCT000186
CRM00000207,Client Review,2024-05-14 00:00:00,Client Review with HH00056,Client expressed interest in tax-aware investment approach.,No Response,No action,Active,ADV0004,HH00056,ACCT000165
CRM00000208,Prospecting,2025-04-14 00:00:00,Prospecting with HH00052,No recent engagement; requires proactive outreach.,Not Interested,No action,Active,ADV0004,HH00052,ACCT000155
CRM00000209,Note,2025-07-18 00:00:00,Note with HH00055,No recent engagement; requires proactive outreach.,Interested,Create opportunity,Active,ADV0004,HH00055,ACCT000162
CRM00000210,Meeting,2024-02-06 00:00:00,Meeting with HH00052,No recent engagement; requires proactive outreach.,Completed,Schedule review,Active,ADV0004,HH00052,ACCT000155
CRM00000211,Prospecting,2023-07-01 00:00:00,Prospecting with HH00061,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Create opportunity,Active,ADV0004,HH00061,ACCT000180
CRM00000212,Follow-up,2023-09-09 00:00:00,Follow-up with HH00062,Discussed managed account review and client goals.,Interested,Discuss with manager,Active,ADV0004,HH00062,ACCT000181
CRM00000213,Call,2023-05-19 00:00:00,Call with HH00055,Prospecting activity for new household acquisition.,Interested,No action,Active,ADV0004,HH00055,ACCT000163
CRM00000214,Note,2023-12-16 00:00:00,Note with HH00059,Client expressed interest in tax-aware investment approach.,Not Interested,Create opportunity,Active,ADV0004,HH00059,ACCT000173
CRM00000215,Meeting,2023-05-13 00:00:00,Meeting with HH00056,Reviewed retirement income needs and cash balance.,Not Interested,Create opportunity,Active,ADV0004,HH00056,ACCT000164
CRM00000216,Client Review,2023-01-08 00:00:00,Client Review with HH00064,Discussed managed account review and client goals.,Interested,No action,Active,ADV0004,HH00064,ACCT000190
CRM00000217,Call,2024-07-09 00:00:00,Call with HH00063,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Send material,Active,ADV0004,HH00063,ACCT000184
CRM00000218,Note,2024-11-18 00:00:00,Note with HH00062,Reviewed retirement income needs and cash balance.,No Response,No action,Active,ADV0004,HH00062,ACCT000182
CRM00000219,Email,2024-08-04 00:00:00,Email with HH00052,Prospecting activity for new household acquisition.,Not Interested,No action,Active,ADV0004,HH00052,ACCT000155
CRM00000220,Meeting,2023-02-10 00:00:00,Meeting with HH00062,Client expressed interest in tax-aware investment approach.,No Response,Discuss with manager,Active,ADV0004,HH00062,ACCT000181
CRM00000221,Call,2023-01-08 00:00:00,Call with HH00056,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Discuss with manager,Active,ADV0004,HH00056,ACCT000165
CRM00000222,Email,2025-12-01 00:00:00,Email with HH00060,Follow-up required on fixed income allocation.,Scheduled Follow-up,Discuss with manager,Active,ADV0004,HH00060,ACCT000177
CRM00000223,Meeting,2023-11-02 00:00:00,Meeting with HH00060,Reviewed retirement income needs and cash balance.,Scheduled Follow-up,Discuss with manager,Active,ADV0004,HH00060,ACCT000176
CRM00000224,Call,2024-10-01 00:00:00,Call with HH00054,Prospecting activity for new household acquisition.,Interested,Send material,Active,ADV0004,HH00054,ACCT000160
CRM00000225,Call,2023-08-23 00:00:00,Call with HH00061,Follow-up required on fixed income allocation.,Completed,No action,Active,ADV0004,HH00061,ACCT000180
CRM00000226,Follow-up,2025-01-17 00:00:00,Follow-up with HH00060,Reviewed retirement income needs and cash balance.,Not Interested,Send material,Active,ADV0004,HH00060,ACCT000176
CRM00000227,Prospecting,2023-01-20 00:00:00,Prospecting with HH00053,Discussed managed account review and client goals.,No Response,Create opportunity,Active,ADV0004,HH00053,ACCT000156
CRM00000228,Follow-up,2023-05-16 00:00:00,Follow-up with HH00054,Reviewed retirement income needs and cash balance.,Interested,Create opportunity,Active,ADV0004,HH00054,ACCT000160
CRM00000229,Client Review,2025-11-14 00:00:00,Client Review with HH00054,Discussed managed account review and client goals.,Scheduled Follow-up,Send material,Active,ADV0004,HH00054,ACCT000158
CRM00000230,Task,2024-05-23 00:00:00,Task with HH00061,No recent engagement; requires proactive outreach.,Completed,No action,Active,ADV0004,HH00061,ACCT000179
CRM00000231,Task,2025-05-17 00:00:00,Task with HH00061,Discussed managed account review and client goals.,Scheduled Follow-up,Schedule review,Active,ADV0004,HH00061,ACCT000180
CRM00000232,Prospecting,2024-04-12 00:00:00,Prospecting with HH00065,Prospecting activity for new household acquisition.,Not Interested,Send material,Active,ADV0004,HH00065,ACCT000193
CRM00000233,Note,2024-10-08 00:00:00,Note with HH00060,Prospecting activity for new household acquisition.,Interested,Create opportunity,Active,ADV0004,HH00060,ACCT000175
CRM00000234,Call,2025-09-26 00:00:00,Call with HH00056,Client expressed interest in tax-aware investment approach.,Interested,Discuss with manager,Active,ADV0004,HH00056,ACCT000165
CRM00000235,Meeting,2024-06-21 00:00:00,Meeting with HH00056,Follow-up required on fixed income allocation.,Not Interested,Send material,Active,ADV0004,HH00056,ACCT000165
CRM00000236,Prospecting,2024-04-13 00:00:00,Prospecting with HH00058,Client expressed interest in tax-aware investment approach.,Scheduled Follow-up,Send material,Active,ADV0004,HH00058,ACCT000170
CRM00000237,Call,2024-04-05 00:00:00,Call with HH00064,Follow-up required on fixed income allocation.,No Response,Discuss with manager,Active,ADV0004,HH00064,ACCT000188
CRM00000238,Email,2024-08-19 00:00:00,Email with HH00054,Reviewed retirement income needs and cash balance.,No Response,No action,Active,ADV0004,HH00054,ACCT000159
CRM00000239,Call,2023-07-03 00:00:00,Call with HH00059,No recent engagement; requires proactive outreach.,Scheduled Follow-up,No action,Active,ADV0004,HH00059,ACCT000174
CRM00000240,Call,2024-06-23 00:00:00,Call with HH00058,Discussed managed account review and client goals.,No Response,Send material,Active,ADV0004,HH00058,ACCT000172
CRM00000241,Client Review,2023-09-26 00:00:00,Client Review with HH00053,Reviewed retirement income needs and cash balance.,No Response,No action,Active,ADV0004,HH00053,ACCT000156
CRM00000242,Prospecting,2024-10-14 00:00:00,Prospecting with HH00054,Client expressed interest in tax-aware investment approach.,Completed,Discuss with manager,Active,ADV0004,HH00054,ACCT000161
CRM00000243,Prospecting,2025-02-06 00:00:00,Prospecting with HH00052,Follow-up required on fixed income allocation.,Interested,Schedule review,Active,ADV0004,HH00052,ACCT000154
CRM00000244,Prospecting,2025-10-09 00:00:00,Prospecting with HH00060,Prospecting activity for new household acquisition.,Scheduled Follow-up,Schedule review,Active,ADV0004,HH00060,ACCT000175
CRM00000245,Follow-up,2025-10-04 00:00:00,Follow-up with HH00054,Client expressed interest in tax-aware investment approach.,Completed,Send material,Active,ADV0004,HH00054,ACCT000159
CRM00000246,Note,2025-03-19 00:00:00,Note with HH00059,Reviewed retirement income needs and cash balance.,Completed,Send material,Active,ADV0004,HH00059,ACCT000173
CRM00000247,Note,2024-09-22 00:00:00,Note with HH00053,Reviewed retirement income needs and cash balance.,No Response,Create opportunity,Active,ADV0004,HH00053,ACCT000156
CRM00000248,Task,2023-05-12 00:00:00,Task with HH00061,No recent engagement; requires proactive outreach.,Not Interested,No action,Active,ADV0004,HH00061,ACCT000179
CRM00000249,Prospecting,2024-07-09 00:00:00,Prospecting with HH00063,Client expressed interest in tax-aware investment approach.,Completed,Schedule review,Active,ADV0004,HH00063,ACCT000187
CRM00000250,Meeting,2025-03-03 00:00:00,Meeting with HH00054,Reviewed retirement income needs and cash balance.,No Response,No action,Active,ADV0004,HH00054,ACCT000160
CRM00000251,Client Review,2025-06-16 00:00:00,Client Review with HH00058,Reviewed retirement income needs and cash balance.,Interested,Schedule review,Active,ADV0004,HH00058,ACCT000172
CRM00000252,Meeting,2024-10-11 00:00:00,Meeting with HH00053,Client expressed interest in tax-aware investment approach.,No Response,Discuss with manager,Active,ADV0004,HH00053,ACCT000156
CRM00000253,Prospecting,2023-05-02 00:00:00,Prospecting with HH00065,Reviewed retirement income needs and cash balance.,Not Interested,Create opportunity,Active,ADV0004,HH00065,ACCT000195
CRM00000254,Client Review,2025-07-18 00:00:00,Client Review with HH00075,No recent engagement; requires proactive outreach.,Completed,No action,Active,ADV0005,HH00075,ACCT000222
CRM00000255,Meeting,2025-10-14 00:00:00,Meeting with HH00070,Discussed managed account review and client goals.,Completed,Send material,Active,ADV0005,HH00070,ACCT000209
